,ec,eigenvector_centrality,subgraph_centrality,clustering_coefficient,class
353,eco:b1394,6.361959926065407e-05,4.131466467742544e-09,0.0,2
354,eco:b1387,0.0015563247106975978,2.427507133797003e-06,0.0,2
355,eco:b2541,3.914969281279834e-06,6.760010030575815e-11,0.0,2
356,eco:b2542,1.5966332119797878e-07,3.5366824654741e-11,0.0,2
357,eco:b1397,0.03811348373754768,0.0014534539800173712,0.45714285714285713,2
358,eco:b0347,3.908455164309885e-06,5.3319943715248234e-11,0.0,2
359,eco:b1393,0.0021519859710700025,4.648657616885548e-06,0.6666666666666666,2
360,eco:b0348,9.585635581206556e-05,9.384505816076585e-09,0.0,2
361,eco:b1395,0.005111112665898855,2.6194015784820916e-05,0.7333333333333333,2
362,eco:b1396,1.9762738863771803e-05,4.908934041014023e-10,0.6666666666666666,2
363,eco:b0350,0.006953427024676159,4.834824981685051e-05,0.0,2
364,eco:b0351,0.03575238336892682,0.0012788122363108375,0.6,2
365,eco:b1189,0.001114567962900204,1.2573018236078098e-06,0.0,2
366,eco:b3708,3.938780828785082e-11,6.905962532152715e-11,1.0,2
367,eco:b2599,0.0012575780627284447,1.6050967039727253e-06,0.6,2
368,eco:b1260,4.730244422039737e-10,9.869803327539769e-11,0.6666666666666666,2
369,eco:b1262,1.0953582234950097e-08,8.812138025399176e-11,0.3333333333333333,2
370,eco:b2329,5.27894114069565e-05,3.3718515506907646e-09,0.4666666666666667,2
371,eco:b1264,6.488465102062831e-06,2.859623262573875e-10,0.5,2
372,eco:b2600,0.0011723719049325123,1.3935183678175567e-06,0.2857142857142857,2
373,eco:b3389,0.0006931992392476823,4.80614185485415e-07,0.3333333333333333,2
374,eco:b2601,0.016945869685414606,0.00028714165473847213,0.2857142857142857,2
375,eco:b1692,2.9621057084690185e-05,1.0171644119431902e-09,0.5,2
376,eco:b1693,2.9566244679374758e-05,9.803124049033346e-10,0.6666666666666666,2
377,eco:b3281,2.4698492190320792e-06,1.1163588508938259e-10,0.6666666666666666,2
378,eco:b3390,1.39878997068664e-06,9.20025414928772e-11,0.3333333333333333,2
379,eco:b0908,2.213755517703998e-06,7.126420032127496e-11,0.0,2
380,eco:b1263,2.659690285843903e-07,5.895220460669221e-11,0.0,2
381,eco:b0133,0.00022092425072805561,6.366960674902775e-08,0.3,2
382,eco:b0131,0.0005237198688935711,3.2295531141680793e-07,0.6222222222222222,2
383,eco:b3447,0.006257977079865685,4.136742311050207e-05,0.4458874458874459,2
384,eco:b0368,0.00015661448898969383,3.377734791529367e-08,0.5,2
385,eco:b2297,0.04032350480781581,0.001626872939055182,0.5095238095238095,2
386,eco:b2296,0.013955646375008691,0.0001948319074190224,0.5357142857142857,2
387,eco:b4095,1.9127326378339748e-10,4.9450305045264586e-11,0.0,2
388,eco:b4098,4.549335580077107e-09,5.066800224907264e-11,0.0,2
389,eco:b4101,8.228344392427348e-12,3.5289158000100574e-11,0.0,2
390,eco:b4092,1.0969134865335199e-07,5.619726187056133e-11,0.0,2
391,eco:b3591,5.6052546235623686e-05,3.189167517910873e-09,0.0,2
392,eco:b1764,0.0004322902545316433,1.869458299702013e-07,1.0,2
393,eco:b1680,0.010171878710971662,0.00010346326688926918,0.26666666666666666,2
394,eco:b2114,0.0013988684003788583,1.9574719038761117e-06,0.4666666666666667,1
395,eco:b0888,0.00043298151608504577,1.8756017479549032e-07,0.3333333333333333,2
396,eco:b2881,1.764962301734408e-05,3.4862928308148354e-10,0.0,2
397,eco:b3967,0.0034138828888190696,1.2991314137775691e-05,0.9615384615384616,1
398,eco:b0088,2.4419592526577995e-08,5.0613637242126434e-11,0.0,1
399,eco:b0091,1.0677128255395212e-09,5.0691581115123356e-11,0.0,1
400,eco:b4053,0.008770911937533486,7.692702101674582e-05,0.5,2
401,eco:b0381,0.0003581278873679717,1.28313757362933e-07,0.0,2
402,eco:b2988,0.0005594885273155415,3.549898073403193e-07,0.6,2
403,eco:b0932,0.016149337351075273,0.00026150242934154093,0.6176470588235294,2
404,eco:b0237,0.016149337351075273,0.0002615024293415412,0.6176470588235294,2
405,eco:b2523,0.016149337351075273,0.0002615024293415412,0.6176470588235294,2
406,eco:b4260,0.016149337351075273,0.0002615024293415412,0.6176470588235294,2
407,eco:b3500,0.0006628458088436158,4.854789783786793e-07,0.42857142857142855,2
408,eco:b2301,0.0005371689227419977,3.2492246946420305e-07,1.0,2
409,eco:b1710,0.0005371689227419977,3.24922469464203e-07,1.0,2
410,eco:b1309,9.515681718093647e-05,2.5926845127923526e-08,0.41818181818181815,2
411,eco:b1896,2.339890332738342e-06,1.8070344106015393e-09,0.42857142857142855,2
412,eco:b4239,3.442078889693599e-05,3.730040754915997e-08,0.4696969696969697,2
413,eco:b4240,3.3534883615651156e-06,2.0979033971877855e-09,0.8333333333333334,2
414,eco:b3519,4.1682246358018524e-05,3.3442156662105286e-08,0.6545454545454545,2
415,eco:b3431,1.3803054178611204e-05,5.604779020089113e-09,0.5714285714285714,2
416,eco:b3533,7.182914954282555e-07,5.043572348169985e-10,1.0,2
417,eco:b3430,1.354112586248881e-05,5.049670791032763e-09,0.7142857142857143,2
418,eco:b1897,3.3534883615651156e-06,2.0979033971877855e-09,0.8333333333333334,2
419,eco:b3416,4.166798572209788e-05,3.2009053063149535e-08,0.7555555555555555,2
420,eco:b3429,5.901122795406242e-07,1.3776434378554763e-10,0.0,2
421,eco:b3571,6.3803385145785086e-06,2.118134301659577e-09,0.3333333333333333,2
422,eco:b3432,8.520405956630192e-07,2.460361463227645e-10,0.3333333333333333,2
423,eco:b1738,3.1460365214842486e-06,1.3435858564421625e-09,1.0,2
424,eco:b2132,4.154097126725737e-05,3.1755191124585636e-08,0.7555555555555555,2
425,eco:b3189,4.003118620910982e-08,1.5145116073804014e-10,0.5,1
426,eco:b3972,1.7069766177328767e-09,5.519033070630661e-11,0.0,1
427,eco:b2255,2.997371309640251e-08,7.958535920242828e-11,0.0,2
428,eco:b2254,1.2738780978896465e-09,5.085738899719699e-11,0.0,2
429,eco:b2253,1.271159771040397e-09,3.665600455206828e-11,0.0,2
430,eco:b0677,2.180623458619346e-05,4.788222303611564e-09,0.42857142857142855,2
431,eco:b3176,2.167974986783506e-05,4.18779635013121e-09,0.5,1
432,eco:b0678,0.00025416607718414623,1.508681960923741e-07,0.7272727272727273,2
433,eco:b3222,4.20557727508069e-08,6.040938610225387e-11,0.0,2
434,eco:b3223,1.0201718417196686e-06,4.2320346318022444e-10,0.6,2
435,eco:b3338,8.809170208739541e-08,1.8171326210785975e-10,1.0,2
436,eco:b1107,8.809170208739541e-08,1.8171326210785972e-10,1.0,2
437,eco:b3786,4.0029449512270645e-08,1.501577236118893e-10,0.5,2
438,eco:b3730,8.917443894007132e-07,1.874354437304227e-10,0.5,1
439,eco:b0679,1.0255354015779485e-06,5.542035258627411e-10,0.6,2
440,eco:b1119,1.0255354015779487e-06,5.542035258627412e-10,0.6,2
441,eco:b2428,1.0201686561775961e-06,4.2174660627238735e-10,0.6,2
442,eco:b3787,1.6631356448029691e-09,3.9674178671066097e-11,0.0,2
443,eco:b3225,1.7503347764544951e-09,3.5515529239657567e-11,0.0,2
444,eco:b2256,5.647352124597783e-11,3.532736307329852e-11,0.0,2
445,eco:b2429,4.198103009828583e-08,4.5795386693300285e-11,0.0,2
446,eco:b0271,2.74763548621887e-06,1.1666762953113065e-10,0.0,2
447,eco:b3788,5.558023261950383e-07,1.121584254344238e-10,0.0,2
448,eco:b2038,2.296606679893105e-08,5.024924801897722e-11,0.0,2
449,eco:b3789,1.3539745231053746e-05,5.0299284750223415e-09,0.7142857142857143,2
450,eco:b2040,9.608516833832707e-10,3.52977789140705e-11,0.0,2
451,eco:b0918,9.688637048631038e-10,5.1778497055721903e-11,0.0,1
452,eco:b3198,2.3425948929233154e-08,5.105979181852489e-11,0.0,1
453,eco:b1215,5.704175420829981e-07,7.883519979792614e-11,0.0,1
454,eco:b1054,1.769402521606227e-12,5.0646881691663913e-11,0.0,2
455,eco:b3633,4.077934397428112e-11,6.826911743913247e-11,0.0,1
456,eco:b1855,8.156908412790365e-14,3.5324654910019144e-11,0.0,2
457,eco:b0222,7.609975594611729e-05,7.446116850981177e-09,0.3333333333333333,2
458,eco:b3052,3.1146027417661526e-06,9.078893342664248e-11,0.0,2
459,eco:b0200,1.27154552351225e-07,3.654667243408632e-11,0.0,2
460,eco:b3619,1.27154552351225e-07,3.654667243408632e-11,0.0,2
461,eco:b0181,4.002959423163332e-08,1.5150221408154612e-10,0.5,1
462,eco:b3197,1.3933938385443597e-05,1.9083101116827243e-09,0.6666666666666666,2
463,eco:b0096,1.6663022222413843e-09,5.690103405653374e-11,0.0,1
464,eco:b0179,7.11014774078575e-11,8.062322320766143e-11,0.3333333333333333,1
465,eco:b0524,3.3244314260676646e-12,6.351290980622671e-11,1.0,1
466,eco:b0182,3.4104023502149743e-12,8.054142079874303e-11,0.3333333333333333,1
467,eco:b0915,1.9308882733302974e-12,5.34799909374498e-11,0.0,1
468,eco:b0087,5.990382347969985e-07,6.874420376833261e-11,0.0,1
469,eco:b0090,2.4416739362533055e-08,3.645338820037873e-11,0.0,1
470,eco:b3057,2.4629395799134672e-08,5.366866931941081e-11,0.0,2
471,eco:b3018,1.5278256533887088e-05,4.3171276788336675e-10,0.5,1
472,eco:b1200,0.004292008806284938,1.8438373142535434e-05,0.8571428571428571,2
473,eco:b3926,0.0009091379105646982,8.30023282467988e-07,0.4666666666666667,2
474,eco:b3945,0.013111892504059272,0.00017194999456441223,0.3904761904761905,2
475,eco:b4041,0.00037276863236021345,1.4051064354493397e-07,0.6,1
476,eco:b4042,6.785854423831983e-07,1.5263837376743004e-10,1.0,2
477,eco:b1046,1.0413072974858384e-10,6.195526902070502e-11,1.0,2
478,eco:b2560,2.447621159797167e-09,8.428143781058768e-11,0.3333333333333333,2
479,eco:b3821,8.763953724328849e-07,1.2870759601085555e-10,0.3333333333333333,2
480,eco:b3825,2.132371285855485e-05,5.355060840815181e-10,0.0,2
481,eco:b3449,0.0005222175309033226,2.744630721067688e-07,0.2857142857142857,2
482,eco:b3918,6.846771232583055e-07,2.7809588436087143e-10,0.6,2
483,eco:b1912,5.982068512352745e-08,1.8353186134161075e-10,0.5,1
484,eco:b4160,4.1158615172992826e-08,1.0698904674586954e-10,0.6666666666666666,1
485,eco:b2836,3.741042472793416e-08,6.98112198334115e-11,1.0,2
486,eco:b3608,0.0038491240713358463,1.4832097633853182e-05,0.6,1
487,eco:b2451,0.0037879594916937973,1.4378184198821586e-05,0.6,2
488,eco:b3426,0.0038491240713358463,1.4832097633853182e-05,0.6,2
489,eco:b1409,6.846771232583055e-07,2.780958843608715e-10,0.6,2
490,eco:b1249,1.0413072974858384e-10,6.195526902070506e-11,1.0,2
491,eco:b2133,0.19655478490778247,0.038631921167713426,0.8205128205128205,2
492,eco:b2463,0.20006529711714144,0.040023986829547956,0.7315270935960592,2
493,eco:b3956,0.019553038965963367,0.00038227388555972877,0.5277777777777778,2
494,eco:b3951,0.22028385799098488,0.04852220388408528,0.4,2
495,eco:b0871,0.17691662864548907,0.03129783472812988,0.7533333333333333,2
496,eco:b1702,0.17606659867172483,0.030997884613340413,0.7533333333333333,2
497,eco:b1479,0.20006529711714144,0.04002398682954794,0.7315270935960592,2
498,eco:b2455,0.03575238336892682,0.0012788122363108375,0.6,2
499,eco:b1380,0.19655478490778247,0.03863192116771341,0.8205128205128205,2
500,eco:b1651,0.011938582486706062,0.0001425414203375512,0.7222222222222222,2
501,eco:b1415,0.1751122715365539,0.030662878780513374,0.45075757575757575,2
502,eco:b0212,0.017625477494722003,0.0003106510345671036,0.6666666666666666,2
503,eco:b3605,0.19479381436678878,0.0379427794718002,0.9466666666666667,2
504,eco:b0968,0.006212240970826821,3.86590873368216e-05,0.8,2
505,eco:b4014,0.06591494333259039,0.004345100966288436,0.41106719367588934,2
506,eco:b1967,0.027335497272980024,0.0007472277765934808,0.5636363636363636,2
507,eco:b2458,0.03697597637862674,0.0013678657148696212,0.7714285714285715,2
508,eco:b2311,2.2531032476236023e-06,9.269875105477416e-11,1.0,2
509,eco:b4468,0.021195644889326785,0.00044924156244447437,0.5,2
510,eco:b4015,0.014582229821765574,0.0002126443576176465,0.3974358974358974,2
511,eco:b0507,0.022490691530681325,0.0005058140669939109,0.5714285714285714,2
512,eco:b0508,0.010421900171207482,0.00010861373588438714,0.8333333333333334,2
513,eco:b2799,0.009008675002860152,8.116022732987425e-05,1.0,2
514,eco:b3125,0.010510605016511491,0.00011047063462935312,0.6,2
515,eco:b3062,0.011772951900887181,0.00013858127825992585,0.6785714285714286,2
516,eco:b3894,1.4028870365422707e-18,6.582179108154121e-11,0.0,2
517,eco:b1232,1.0147183939977276e-05,5.293524575227989e-10,1.0,2
518,eco:b1732,0.0008640113702304923,7.465937799452461e-07,0.0,2
519,eco:b1800,0.19525495182831937,0.03812261216751408,0.8738461538461538,2
520,eco:b3385,0.00904229021280453,8.176198834936266e-05,1.0,2
521,eco:b1771,0.0042241890220012955,1.785205306535504e-05,1.0,2
522,eco:b3011,0.0042241890220012955,1.7852053065355036e-05,1.0,2
523,eco:b0963,0.014460354461742833,0.0002091406292017356,0.4857142857142857,2
524,eco:b0335,0.015972838498375382,0.0002552341033392474,0.7222222222222222,2
525,eco:b3253,0.015467366863297681,0.0002393334744656123,0.75,2
526,eco:b2919,0.015237747213789916,0.00023226990617235878,1.0,2
527,eco:b0333,0.01526223496101249,0.0002330178391576583,0.75,2
528,eco:b2920,0.018712294842789363,0.00035036093542356643,0.6,2
529,eco:b0334,0.0006251642843496941,3.914708685497508e-07,0.0,2
530,eco:b0118,7.339785487371483e-05,5.545835432262369e-09,0.0,2
531,eco:b0331,0.0011751691049984782,1.3880521816346462e-06,0.75,2
532,eco:b3115,0.004811483283315789,2.3190414232532634e-05,1.0,2
533,eco:b3882,0.00011070030650488532,1.309490154295851e-08,1.0,2
534,eco:b1241,0.0033815664639797235,1.1465856914408739e-05,1.0,2
535,eco:b0529,0.00020995566306297313,4.680309812102671e-08,0.6666666666666666,1
536,eco:b1606,1.5066128781383633e-05,8.512309314094083e-10,0.6,2
537,eco:b2912,0.00020234950428104262,4.332537270110338e-08,1.0,2
538,eco:b3288,6.717696385196787e-05,5.009713394689439e-09,0.6,1
539,eco:b0048,1.278005824692045e-05,7.329662406303453e-10,0.9,1
540,eco:b3941,0.0001938681678013566,3.9525041344922584e-08,1.0,2
541,eco:b0356,7.592302947054643e-19,3.637907274316427e-11,0.0,2
542,eco:b2154,7.592302947054643e-19,3.637907274316426e-11,0.0,2
543,eco:b0420,0.20058717244492597,0.04023333082302426,0.5795454545454546,1
544,eco:b0383,0.0014102117578689882,1.990514668639256e-06,0.3333333333333333,2
545,eco:b3993,0.000827703989714231,6.854379635755508e-07,0.4,2
546,eco:b1106,0.0008250576564586828,6.809944089176075e-07,1.0,2
547,eco:b0417,0.009000153604657349,8.098704887052394e-05,0.5714285714285714,1
548,eco:b3990,0.0015141213179594318,2.3090066321291134e-06,0.3,2
549,eco:b2103,3.38027223037667e-05,1.208407908960923e-09,0.0,2
550,eco:b4161,0.009000153604657349,8.098704887052394e-05,0.5714285714285714,1
551,eco:b3994,1.4036589186698068e-06,8.460289686461522e-11,0.3333333333333333,2
552,eco:b0423,0.0009156039913492729,8.397311039558056e-07,0.0,2
553,eco:b3992,3.734073395094587e-05,1.4404120981061706e-09,0.0,2
554,eco:b2530,0.013793833163227473,0.00019049605798715077,0.8,2
555,eco:b3991,0.008623976436538252,7.436834699308305e-05,0.16666666666666666,2
556,eco:b2104,3.3745465898136195e-05,1.186960143255192e-09,0.0,2
557,eco:b0415,1.5008992040451127e-06,1.6298551205423673e-10,0.3333333333333333,1
558,eco:b1662,1.0782026037938887e-06,3.951587635257445e-10,0.7,1
559,eco:b1277,0.012853557330279397,0.00016525355613839225,0.7333333333333333,1
560,eco:b0025,1.0924829918022617e-06,4.374545536086875e-10,0.8,1
561,eco:b3041,1.3970427770534862e-05,1.9132955490462126e-09,0.6666666666666666,1
562,eco:b0937,1.8534602202399873e-06,4.3980286448052284e-10,0.4,2
563,eco:b0414,0.0005249409577516947,2.761698481847434e-07,0.0,1
564,eco:b3844,1.0192544456448156e-06,3.3196908491138476e-10,1.0,2
565,eco:b3812,2.171817270767012e-05,1.0244187860166727e-09,0.42857142857142855,2
566,eco:b4055,1.0924829918022617e-06,4.374545536086878e-10,0.8,2
567,eco:b2320,6.977534002247178e-05,4.943955786755348e-09,0.0,2
568,eco:b2927,0.0007696037267895743,5.942652012878633e-07,0.5,2
569,eco:b2418,6.247169256756643e-17,9.424902856749599e-11,0.6666666666666666,2
570,eco:b1406,4.877642362490598e-17,6.696896454886449e-11,1.0,2
571,eco:b1638,6.247169256756643e-17,9.424902856749599e-11,0.6666666666666666,2
572,eco:b2564,4.877642362490598e-17,6.696896454886451e-11,1.0,2
573,eco:b0052,0.000350598059486838,1.2299122837159415e-07,1.0,2
574,eco:b4390,0.0012003831815152349,1.7025212536248589e-06,0.6212121212121212,2
575,eco:b3996,0.001146044285285449,1.515293435461698e-06,0.7090909090909091,2
576,eco:b3962,0.0008878063016563694,8.594233284388873e-07,0.8214285714285714,2
577,eco:b1740,0.0008617555476192822,8.114262290405351e-07,1.0,1
578,eco:b1768,0.00010017417588195422,2.0491084734389366e-08,1.0,2
579,eco:b1603,0.0008878063016563694,8.594233284388867e-07,0.8214285714285714,2
580,eco:b0639,0.001146044285285449,1.5152934354616977e-06,0.7090909090909091,1
581,eco:b0931,0.0010659359805913844,1.333475703482251e-06,0.6666666666666666,2
582,eco:b0750,0.00022351194309463748,5.116800709886186e-08,0.0,2
583,eco:b2700,0.0010076436366513511,1.1554903857320782e-06,1.0,2
584,eco:b0109,0.0010164123607555335,1.1746961451859481e-06,0.75,2
585,eco:b2615,0.0008878063016563694,8.594233284388873e-07,0.8214285714285714,1
586,eco:b3974,0.0006768583965234824,4.7120582232798734e-07,0.5,1
587,eco:b3634,0.0007197747083430262,5.349852146851419e-07,0.6,1
588,eco:b3639,0.000694525015879744,4.973290328337894e-07,0.8333333333333334,1
589,eco:b0103,0.0006438427409484586,4.260363618949459e-07,0.16666666666666666,1
590,eco:b2563,5.3721634757085696e-05,3.2437162323108812e-09,0.0,1
591,eco:b0404,0.0006721952755117119,4.6547591582851073e-07,0.3,2
592,eco:b0425,5.99969714302597e-05,3.746848181896363e-09,0.0,2
593,eco:b0134,0.0012496086841196363,1.5615874988795209e-06,0.6,2
594,eco:b3475,5.3721634757085696e-05,3.2437162323108812e-09,0.0,2
595,eco:b0776,2.66809555676746e-06,1.034321853422477e-10,0.3333333333333333,2
596,eco:b0774,1.0898743627273734e-07,5.2688718650139034e-11,0.0,2
597,eco:b3973,7.779600642429805e-12,6.178974093830927e-11,1.0,1
598,eco:b3412,3.3083683973241425e-06,1.4755060010733284e-10,0.6666666666666666,2
599,eco:b0777,6.88250420728648e-05,4.98223794700748e-09,1.0,2
600,eco:b1593,4.453710030399378e-09,5.2283556435188584e-11,0.0,2
601,eco:b0775,1.8246778426631135e-10,7.869646521064541e-11,0.3333333333333333,2
602,eco:b3551,7.779600642429805e-12,6.178974093830928e-11,1.0,2
603,eco:b0628,1.1507046020379881e-05,5.792521246046882e-10,0.7,2
604,eco:b0630,1.1507046020379881e-05,5.792521246046881e-10,0.7,2
605,eco:b4386,9.385437070691486e-07,1.0626115952008576e-10,1.0,2
606,eco:b0827,3.587208961668238e-08,7.869712791124597e-11,0.3333333333333333,2
607,eco:b3857,1.527637032437786e-09,6.178973449374845e-11,1.0,2
608,eco:b1096,3.892390703216515e-07,6.076520485880287e-11,0.0,2
609,eco:b3177,3.024842969260716e-06,1.4220187308813976e-10,0.16666666666666666,2
610,eco:b2765,0.000639137552254397,4.0994541129627335e-07,0.6,2
611,eco:b0785,2.1440874510376394e-05,5.148682026615672e-10,0.0,2
612,eco:b0782,8.759937171389183e-07,5.303161631937575e-11,0.0,2
613,eco:b1865,0.0006381143875623626,4.085917756804287e-07,1.0,2
614,eco:b2303,0.0006381143875623626,4.085917756804288e-07,1.0,2
615,eco:b0142,2.5028522116928236e-06,7.672098969253284e-11,1.0,1
616,eco:b0781,0.012853556877077914,0.0001652535440266333,0.7333333333333333,2
617,eco:b0783,0.0005249295435647458,2.761408002110566e-07,0.0,2
618,eco:b3058,5.8340824131684216e-05,3.574062908604476e-09,0.16666666666666666,1
619,eco:b2315,1.289872213963246e-05,7.901878599864324e-10,0.6,1
620,eco:b2153,0.012963282167054432,0.0001680909108130436,0.5,1
621,eco:b2777,2.6106810406207673e-05,7.509873904776784e-10,0.0,2
622,eco:b0444,1.0666998408168158e-06,5.087089889255722e-11,0.0,2
623,eco:b2794,4.3535148782475385e-08,3.529453785559531e-11,0.0,2
624,eco:b3360,6.493504887721999e-06,2.8608391933073737e-10,0.5,2
625,eco:b2877,1.527637032437786e-09,6.178973449374845e-11,1.0,2
626,eco:b3368,8.172124978162221e-13,3.701546625644363e-11,0.0,2
627,eco:b3803,1.8545441028817355e-11,8.397434386726964e-11,0.3333333333333333,2
628,eco:b1993,1.738357980898129e-18,5.060871292366664e-11,0.0,2
629,eco:b1992,2.4584063234792706e-18,6.698334699295886e-11,0.0,2
630,eco:b0638,1.738357980898129e-18,5.0608712923666604e-11,0.0,2
631,eco:b1991,8.998418597535705e-19,3.5324025510540085e-11,0.0,2
632,eco:b2459,1.2725625559395732e-18,3.641397216670578e-11,0.0,2
633,eco:b0428,2.523314049003247e-16,3.5337805636498185e-11,0.0,2
634,eco:b0475,4.066653263878532e-15,5.1309315151683554e-11,0.0,1
635,eco:b0154,5.751806483321728e-06,1.1985835101562446e-10,0.0,1
636,eco:b1210,0.00014007620191643205,2.669813257899453e-08,0.0,1
637,eco:b2400,0.003419397954246566,1.3041949116876615e-05,0.8241758241758241,1
638,eco:b1270,8.998418597535705e-19,3.532402551054013e-11,0.0,2
639,eco:b3850,8.029379303236316e-14,8.642691348616788e-11,0.3333333333333333,1
640,eco:b2436,8.633115644923308e-13,1.0102759976130564e-10,0.6666666666666666,2
641,eco:b3867,8.633115644923308e-13,1.0102759976130564e-10,0.6666666666666666,2
642,eco:b0369,2.3713676017799457e-07,5.086255007814851e-11,0.0,1
643,eco:b3805,9.844023709779232e-09,5.2398792343804104e-11,0.0,1
644,eco:b3804,4.142139055356335e-10,8.515020753498969e-11,0.3333333333333333,1
645,eco:b3997,1.8585802350867153e-11,1.2364304831362786e-10,0.3333333333333333,2
646,eco:b3187,9.704797178079282e-08,1.3025109579468082e-10,0.3333333333333333,1
647,eco:b0421,4.253515721873805e-09,1.2075882189349516e-10,0.3333333333333333,1
648,eco:b2889,2.2270996416019328e-10,6.620518260358362e-11,1.0,2
649,eco:b2515,2.374848876394892e-08,5.234861888431955e-11,0.0,1
650,eco:b0029,1.1527417255012615e-09,8.33139241554632e-11,0.3333333333333333,1
651,eco:b0173,0.008542407296041042,7.297087879673706e-05,0.3333333333333333,1
652,eco:b2747,0.00034879696343142834,1.2171394035873631e-07,0.0,1
653,eco:b1208,1.4241627999952017e-05,2.5346913310144826e-10,0.0,1
654,eco:b2746,5.814828625521657e-07,5.09616099989995e-11,0.0,1
655,eco:b0174,5.163999742042365e-09,8.803764699975672e-11,0.3333333333333333,1
656,eco:b0340,5.81119591385656e-19,3.5323417678068204e-11,0.0,2
657,eco:b0339,1.0737461228832485e-18,5.057260437980474e-11,0.0,2
658,eco:b1468,7.315592031969815e-07,1.0445930750206398e-10,0.6666666666666666,2
659,eco:b3366,8.564881622486112e-06,1.9753745520929831e-10,0.3333333333333333,2
660,eco:b4070,8.564881622486112e-06,1.9753745520929836e-10,0.3333333333333333,2
661,eco:b2206,7.315592031969815e-07,1.044593075020639e-10,0.6666666666666666,2
662,eco:b0873,8.504751999747475e-06,1.3635361974103156e-10,0.0,2
663,eco:b3425,7.10633410541049e-06,4.2341709126330977e-10,0.6,2
664,eco:b1670,5.854611265415854e-07,9.613036780216053e-11,1.0,2
665,eco:b2764,7.10633410541049e-06,4.2341709126330977e-10,0.6,2
666,eco:b2762,7.1074531348280736e-06,4.5760993098896513e-10,0.4,2
667,eco:b4214,3.065808008382229e-07,1.1010903399414751e-10,0.6666666666666666,2
668,eco:b0893,0.0013746982814858593,1.8908041222398627e-06,0.3333333333333333,1
669,eco:b0194,0.0001465332784192374,2.983831536460267e-08,1.0,1
670,eco:b1637,0.0011763441121637919,1.4013615027240373e-06,0.5,1
671,eco:b4129,9.729970058220846e-13,6.178974747835464e-11,1.0,2
672,eco:b0680,0.0004614133050457009,2.8683661180492226e-07,1.0,1
673,eco:b2697,0.00875688542055851,7.668113919369393e-05,1.0,1
674,eco:b1866,0.00046519636848614657,2.4732086600845835e-07,1.0,1
675,eco:b0930,6.038567855873481e-05,6.0685234214572536e-09,1.0,1
676,eco:b0026,0.0010798581740027189,1.1659328235858777e-06,0.0,1
677,eco:b4258,0.0011325135591822835,1.28246638935713e-06,1.0,1
678,eco:b0642,0.0010798581740027189,1.1659328235858792e-06,0.0,1
679,eco:b0526,0.01375795604413902,0.00018950478340387346,1.0,1
680,eco:b1876,6.485426167884776e-09,1.2706190007137003e-10,1.0,1
681,eco:b3384,1.9711091475678818e-11,3.872499775149557e-11,0.0,1
682,eco:b2514,6.641803599604249e-27,2.2185541106523826e-11,0.0,1
683,eco:b1714,0.001165894354024876,1.3773505732285908e-06,0.5,1
684,eco:b1719,0.0007948751898720224,6.334875394907675e-07,1.0,1
685,eco:b3560,0.004499175967735026,2.0475604377942732e-05,1.0,1
686,eco:b0595,2.2565628200990723e-06,1.0610737418797211e-10,0.3333333333333333,2
687,eco:b0596,9.235360964323902e-08,3.733799588251569e-11,0.0,2
